204.00, 325159.42, 760217.73, 1630.48, 198.74, 2.00, 0.00
205.00, 326788.88, 760414.09, 1628.44, 193.99, 2.00, 0.00
206.00, 328416.31, 760605.72, 1626.41, 189.26, 2.00, 0.00
207.00, 330041.69, 760792.62, 1624.37, 184.55, 2.00, 0.00
208.00, 331665.04, 760974.81, 1622.32, 179.84, 2.00, 0.00
209.00, 333286.33, 761152.31, 1620.27, 175.15, 2.00, 0.00
210.00, 334905.58, 761325.12, 1618.22, 170.47, 2.00, 0.00
211.00, 336522.76, 761493.25, 1616.16, 165.80, 2.00, 0.00
212.00, 338137.89, 761656.73, 1614.10, 161.15, 2.00, 0.00
213.00, 339750.96, 761815.55, 1612.03, 156.51, 2.00, 0.00
214.00, 341361.95, 761969.75, 1609.96, 151.88, 2.00, 0.00
215.00, 342970.88, 762119.31, 1607.89, 147.26, 2.00, 0.00
216.00, 344577.73, 762264.27, 1605.81, 142.66, 2.00, 0.00
217.00, 346182.50, 762404.63, 1603.73, 138.06, 2.00, 0.00
218.00, 347785.19, 762540.40, 1601.65, 133.48, 2.00, 0.00
219.00, 349385.80, 762671.60, 1599.56, 128.91, 2.00, 0.00
220.00, 350984.31, 762798.24, 1597.47, 124.36, 2.00, 0.00
221.00, 352580.73, 762920.32, 1595.37, 119.81, 2.00, 0.00
222.00, 354175.05, 763037.87, 1593.27, 115.28, 2.00, 0.00
223.00, 355767.27, 763150.89, 1591.17, 110.76, 2.00, 0.00
224.00, 357357.39, 763259.39, 1589.06, 106.25, 2.00, 0.00
225.00, 358945.40, 763363.39, 1586.95, 101.75, 2.00, 0.00
226.00, 360531.30, 763462.90, 1584.84, 97.27, 2.00, 0.00
227.00, 362115.08, 763557.94, 1582.72, 92.79, 2.00, 0.00
228.00, 363696.74, 763648.50, 1580.60, 88.33, 2.00, 0.00
229.00, 365276.28, 763734.60, 1578.48, 83.88, 2.00, 0.00
230.00, 366853.69, 763816.26, 1576.35, 79.44, 2.00, 0.00
231.00, 368428.97, 763893.49, 1574.22, 75.01, 2.00, 0.00
232.00, 370002.12, 763966.30, 1572.08, 70.60, 2.00, 0.00
233.00, 371573.14, 764034.69, 1569.94, 66.19, 2.00, 0.00
234.00, 373142.01, 764098.68, 1567.80, 61.80, 2.00, 0.00
235.00, 374708.75, 764158.29, 1565.66, 57.41, 2.00, 0.00
236.00, 376273.33, 764213.51, 1563.51, 53.04, 2.00, 0.00
237.00, 377835.76, 764264.37, 1561.36, 48.68, 2.00, 0.00
238.00, 379396.05, 764310.88, 1559.20, 44.33, 2.00, 0.00
239.00, 380954.17, 764353.04, 1557.05, 39.99, 2.00, 0.00
240.00, 382510.14, 764390.87, 1554.88, 35.66, 2.00, 0.00
241.00, 384063.94, 764424.37, 1552.72, 31.35, 2.00, 0.00
242.00, 385615.57, 764453.56, 1550.55, 27.04, 2.00, 0.00
243.00, 387165.04, 764478.45, 1548.38, 22.74, 2.00, 0.00
244.00, 388712.33, 764499.05, 1546.21, 18.46, 2.00, 0.00
245.00, 390257.45, 764515.38, 1544.03, 14.18, 2.00, 0.00
246.00, 391800.39, 764527.43, 1541.85, 9.92, 2.00, 0.00
247.00, 393341.14, 764535.22, 1539.66, 5.67, 2.00, 0.00
248.00, 394879.71, 764538.76, 1537.48, 1.42, 2.00, 0.00
249.00, 396416.09, 764538.07, 1535.29, -2.81, 2.00, 0.00
250.00, 397950.28, 764533.15, 1533.09, -7.03, 2.00, 0.00
251.00, 399482.28, 764524.01, 1530.90, -11.24, 2.00, 0.00
252.00, 401012.07, 764510.67, 1528.70, -15.44, 2.00, 0.00
253.00, 402539.67, 764493.13, 1526.49, -19.63, 2.00, 0.00
254.00, 404065.06, 764471.40, 1524.29, -23.82, 2.00, 0.00
255.00, 405588.24, 764445.50, 1522.08, -27.99, 2.00, 0.00
256.00, 407109.21, 764415.43, 1519.87, -32.15, 2.00, 0.00
257.00, 408627.97, 764381.21, 1517.65, -36.30, 2.00, 0.00
258.00, 410144.52, 764342.84, 1515.43, -40.44, 2.00, 0.00
259.00, 411658.84, 764300.33, 1513.21, -44.57, 2.00, 0.00
260.00, 413170.94, 764253.70, 1510.99, -48.69, 2.00, 0.00
261.00, 414680.82, 764202.96, 1508.76, -52.80, 2.00, 0.00
262.00, 416188.47, 764148.10, 1506.53, -56.90, 2.00, 0.00
263.00, 417693.89, 764089.15, 1504.30, -60.99, 2.00, 0.00
264.00, 419197.07, 764026.12, 1502.07, -65.08, 2.00, 0.00
265.00, 420698.02, 763959.00, 1499.83, -69.15, 2.00, 0.00
266.00, 422196.73, 763887.83, 1497.59, -73.21, 2.00, 0.00
267.00, 423693.19, 763812.59, 1495.34, -77.26, 2.00, 0.00
268.00, 425187.41, 763733.30, 1493.10, -81.31, 2.00, 0.00
269.00, 426679.38, 763649.98, 1490.85, -85.34, 2.00, 0.00
270.00, 428169.10, 763562.63, 1488.59, -89.36, 2.00, 0.00
271.00, 429656.57, 763471.25, 1486.34, -93.38, 2.00, 0.00
272.00, 431141.78, 763375.87, 1484.08, -97.38, 2.00, 0.00
273.00, 432624.73, 763276.49, 1481.82, -101.38, 2.00, 0.00
274.00, 434105.42, 763173.11, 1479.56, -105.37, 2.00, 0.00
275.00, 435583.84, 763065.76, 1477.29, -109.34, 2.00, 0.00
276.00, 437059.99, 762954.43, 1475.02, -113.31, 2.00, 0.00
277.00, 438533.88, 762839.14, 1472.75, -117.27, 2.00, 0.00
278.00, 440005.49, 762719.89, 1470.47, -121.22, 2.00, 0.00
279.00, 441474.82, 762596.69, 1468.20, -125.16, 2.00, 0.00
280.00, 442941.88, 762469.57, 1465.92, -129.09, 2.00, 0.00
281.00, 444406.65, 762338.51, 1463.63, -133.02, 2.00, 0.00
282.00, 445869.14, 762203.53, 1461.35, -136.93, 2.00, 0.00
283.00, 447329.35, 762064.65, 1459.06, -140.84, 2.00, 0.00
284.00, 448787.26, 761921.86, 1456.77, -144.73, 2.00, 0.00
285.00, 450242.88, 761775.19, 1454.47, -148.62, 2.00, 0.00
286.00, 451696.21, 761624.63, 1452.18, -152.50, 2.00, 0.00
287.00, 453147.24, 761470.20, 1449.88, -156.37, 2.00, 0.00
288.00, 454595.97, 761311.90, 1447.58, -160.23, 2.00, 0.00
289.00, 456042.39, 761149.74, 1445.27, -164.08, 2.00, 0.00
290.00, 457486.52, 760983.74, 1442.97, -167.92, 2.00, 0.00
291.00, 458928.33, 760813.90, 1440.66, -171.76, 2.00, 0.00
292.00, 460367.83, 760640.23, 1438.35, -175.58, 2.00, 0.00
293.00, 461805.02, 760462.73, 1436.03, -179.40, 2.00, 0.00
294.00, 463239.89, 760281.42, 1433.71, -183.21, 2.00, 0.00
295.00, 464672.45, 760096.31, 1431.39, -187.01, 2.00, 0.00
